Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,User_Score_100,Has_Critic_Score,Has_User_Score,Platform_Launch_Year,Generation,Franchise,Is_Sequel,Years_After_Launch,Life_Cycle,Calculated_Global_Sales
Red Dead Redemption,PS3,2010,Action,Take-Two Interactive,2.79,2.53,0.17,0.99,6.49,95.0,73.0,8.8,2456.0,Rockstar San Diego,M,88.0,1,1,2006,7.0,Red Dead Redemption,0,4,Growth,6.48
FIFA 14,PS3,2013,Sports,Electronic Arts,0.78,4.24,0.07,1.37,6.47,86.0,37.0,4.3,576.0,EA Canada,E,43.0,1,1,2006,7.0,FIFA,0,7,Mature,6.460000000000001
Assassin's Creed III,PS3,2012,Action,Ubisoft,2.64,2.52,0.16,1.12,6.45,85.0,41.0,6.9,1307.0,Ubisoft,M,69.0,1,1,2006,7.0,Assassin's Creed,1,6,Mature,6.44
Donkey Kong Country Returns,Wii,2010,Platform,Nintendo,3.17,1.79,1.03,0.46,6.44,87.0,77.0,8.6,368.0,Retro Studios,E,86.0,1,1,2006,7.0,Donkey Kong Country Returns,0,4,Growth,6.45
Halo: Combat Evolved,XB,2001,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43,97.0,68.0,8.6,1283.0,Bungie Software,M,86.0,1,1,2001,6.0,Halo,0,0,Launch,6.430000000000001
The Elder Scrolls V: Skyrim,PS3,2011,Role-Playing,Bethesda Softworks,2.55,2.6,0.25,1.0,6.41,92.0,16.0,6.4,2527.0,Bethesda Game Studios,M,64.0,1,1,2006,7.0,The Elder Scrolls,0,5,Growth,6.4
Pokémon Emerald Version,GBA,2004,Role-Playing,Nintendo,2.57,1.58,2.06,0.21,6.41,76.0,28.0,9.0,222.0,Game Freak,E,90.0,1,1,2001,6.0,Pokémon Emerald Version,0,3,Growth,6.420000000000001
Kingdom Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,3.64,1.2,1.49,0.07,6.4,85.0,46.0,8.8,597.0,SquareSoft,E,88.0,1,1,2000,6.0,Kingdom Hearts,0,2,Launch,6.4
Pokémon Crystal Version,GB,2000,Role-Playing,Nintendo,2.55,1.56,1.29,0.99,6.39,,,,,Unknown,Unknown,,0,0,1989,4.0,Pokémon Crystal Version,0,11,Late,6.39
Halo 3: ODST,X360,2009,Shooter,Microsoft Game Studios,4.34,1.34,0.06,0.61,6.34,83.0,94.0,7.1,1163.0,"Bungie Software, Bungie",M,71.0,1,1,2005,7.0,Halo,0,4,Growth,6.35
Red Dead Redemption,X360,2010,Action,Take-Two Interactive,3.7,1.95,0.09,0.58,6.32,95.0,96.0,9.0,2316.0,Rockstar San Diego,M,90.0,1,1,2005,7.0,Red Dead Redemption,0,5,Growth,6.32
Super Mario Sunshine,GC,2002,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31,92.0,61.0,8.6,439.0,Nintendo,E,86.0,1,1,2001,6.0,Super Mario Sunshine,0,1,Launch,6.31
Street Fighter II: The World Warrior,SNES,1992,Fighting,Capcom,2.47,0.83,2.87,0.12,6.3,,,,,Unknown,Unknown,,0,0,1990,4.0,Street Fighter,0,2,Launch,6.29
World of Warcraft,PC,2004,Role-Playing,Activision,0.08,6.21,0.0,0.0,6.29,93.0,57.0,7.3,2182.0,Blizzard Entertainment,T,73.0,1,1,1981,0.0,World of Warcraft,0,23,Late,6.29
Driver,PS,1999,Action,GT Interactive,3.11,2.8,0.02,0.33,6.27,87.0,22.0,8.1,78.0,Reflections Interactive,T,81.0,1,1,1994,5.0,Driver,0,5,Growth,6.26
Gears of War 3,X360,2011,Shooter,Microsoft Game Studios,4.05,1.59,0.07,0.5,6.21,91.0,96.0,7.8,1504.0,Epic Games,M,78.0,1,1,2005,7.0,Gears of War,1,6,Mature,6.21
Kinect Sports,X360,2010,Sports,Microsoft Game Studios,3.92,1.73,0.03,0.51,6.19,73.0,51.0,7.4,95.0,Rare Ltd.,E10+,74.0,1,1,2005,7.0,Kinect Sports,0,5,Growth,6.19
Gears of War,X360,2006,Shooter,Microsoft Game Studios,3.54,1.88,0.07,0.6,6.09,94.0,88.0,8.3,2295.0,Epic Games,M,83.0,1,1,2005,7.0,Gears of War,0,1,Launch,6.09
FIFA 15,PS4,2014,Sports,Electronic Arts,0.8,4.33,0.05,0.9,6.08,82.0,47.0,5.7,988.0,EA Sports,E,57.0,1,1,2013,8.0,FIFA,0,1,Launch,6.08
Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,96.0,42.0,8.7,1026.0,KCEJ,M,87.0,1,1,2000,6.0,Metal Gear Solid,0,1,Launch,6.05
Sonic the Hedgehog 2,GEN,1992,Platform,Sega,4.47,1.2,0.16,0.19,6.03,,,,,Unknown,Unknown,,0,0,1988,4.0,Sonic the Hedgehog,1,4,Growth,6.0200000000000005
Metal Gear Solid,PS,1998,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03,94.0,20.0,9.4,918.0,KCEJ,M,94.0,1,1,1994,5.0,Metal Gear Solid,0,4,Growth,6.03
Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Action,Konami Digital Entertainment,2.63,1.71,0.83,0.82,5.99,94.0,82.0,8.7,3558.0,Kojima Productions,M,87.0,1,1,2006,7.0,Metal Gear Solid,0,2,Launch,5.99
Final Fantasy XII,PS2,2006,Role-Playing,Square Enix,1.88,0.0,2.33,1.74,5.95,92.0,64.0,7.6,972.0,Square Enix,T,76.0,1,1,2000,6.0,Final Fantasy XII,0,6,Mature,5.95
The Last of Us,PS3,2013,Action,Sony Computer Entertainment Europe,2.41,2.18,0.28,0.99,5.87,95.0,98.0,9.1,8003.0,Naughty Dog,M,91.0,1,1,2006,7.0,The Last of Us,0,7,Mature,5.86
LittleBigPlanet,PS3,2008,Platform,Sony Computer Entertainment,2.8,1.98,0.17,0.87,5.82,95.0,85.0,6.8,5311.0,"SCE/WWS, Media Molecule",E,68.0,1,1,2006,7.0,LittleBigPlanet,0,2,Launch,5.819999999999999
Resident Evil 2,PS,1998,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82,89.0,13.0,9.2,364.0,Capcom,M,92.0,1,1,1994,5.0,Resident Evil,1,4,Growth,5.819999999999999
Dragon Quest IX: Sentinels of the Starry Skies,DS,2009,Role-Playing,Nintendo,0.63,0.67,4.35,0.15,5.78,87.0,65.0,8.8,197.0,Level 5,E10+,88.0,1,1,2004,0.0,Dragon Quest,0,5,Growth,5.8
Tekken 2,PS,1996,Fighting,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74,89.0,8.0,8.9,102.0,Namco,T,89.0,1,1,1994,5.0,Tekken,1,2,Launch,5.74
Destiny,PS4,2014,Shooter,Activision,2.49,2.07,0.16,0.92,5.64,76.0,95.0,6.1,5380.0,"Bungie Software, Bungie",T,61.0,1,1,2013,8.0,Destiny,0,1,Launch,5.640000000000001
LEGO Star Wars: The Complete Saga,Wii,2007,Action,LucasArts,3.57,1.55,0.0,0.51,5.64,80.0,17.0,8.9,62.0,Traveller's Tales,E10+,89.0,1,1,2006,7.0,LEGO Star Wars,0,1,Launch,5.63
Cooking Mama,DS,2006,Simulation,505 Games,3.07,1.91,0.07,0.57,5.63,67.0,35.0,7.2,21.0,Taito Corporation,E,72.0,1,1,2004,0.0,Cooking Mama,0,2,Launch,5.62
Tetris,NES,1988,Puzzle,Nintendo,2.97,0.69,1.81,0.11,5.58,,,,,Unknown,Unknown,,0,0,1983,3.0,Tetris,0,5,Growth,5.580000000000001
Super Smash Bros.,N64,1999,Fighting,Nintendo,2.95,0.6,1.97,0.04,5.55,,,,,Unknown,Unknown,,0,0,1996,5.0,Super Smash Bros.,0,3,Growth,5.5600000000000005
Assassin's Creed II,PS3,2009,Action,Ubisoft,2.54,1.93,0.21,0.86,5.55,91.0,70.0,8.6,1202.0,Ubisoft Montreal,M,86.0,1,1,2006,7.0,Assassin's Creed,1,3,Growth,5.54
Assassin's Creed,X360,2007,Adventure,Ubisoft,3.28,1.64,0.07,0.56,5.54,81.0,77.0,7.7,1074.0,Ubisoft Montreal,M,77.0,1,1,2005,7.0,Assassin's Creed,0,2,Launch,5.550000000000001
Forza Motorsport 3,X360,2009,Racing,Microsoft Game Studios,2.99,1.9,0.1,0.5,5.49,92.0,90.0,8.0,516.0,Turn 10,E,80.0,1,1,2005,7.0,Forza Motorsport,1,4,Growth,5.49
Super Mario Advance,GBA,2001,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,84.0,19.0,7.8,41.0,Nintendo,E,78.0,1,1,2001,6.0,Super Mario Advance,0,0,Launch,5.49
Monster Hunter Freedom Unite,PSP,2008,Role-Playing,Capcom,0.47,0.55,4.13,0.34,5.48,81.0,48.0,8.7,124.0,Capcom,T,87.0,1,1,2004,7.0,Monster Hunter Freedom Unite,0,4,Growth,5.49
Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,2.71,1.85,0.11,0.81,5.48,96.0,42.0,8.6,2162.0,Rocksteady Studios,T,86.0,1,1,2006,7.0,Batman,0,5,Growth,5.48
Grand Theft Auto V,XOne,2014,Action,Take-Two Interactive,2.81,2.19,0.0,0.47,5.48,97.0,14.0,7.9,764.0,Rockstar North,M,79.0,1,1,2013,8.0,Grand Theft Auto,1,1,Launch,5.47
Mario Kart: Super Circuit,GBA,2001,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,93.0,24.0,8.3,108.0,Intelligent Systems,E,83.0,1,1,2001,6.0,Mario Kart,0,0,Launch,5.48
Super Mario World,GBA,2001,Platform,Nintendo,3.21,1.11,0.95,0.2,5.46,,,,,Unknown,Unknown,,0,0,2001,6.0,Super Mario World,0,0,Launch,5.470000000000001
Pokemon Stadium,N64,1999,Strategy,Nintendo,3.18,1.24,0.94,0.09,5.45,,,,,Unknown,Unknown,,0,0,1996,5.0,Pokemon Stadium,0,3,Growth,5.449999999999999
Crash Bandicoot: The Wrath of Cortex,PS2,2001,Platform,Universal Interactive,2.07,2.29,0.24,0.82,5.42,66.0,22.0,7.1,156.0,Traveller's Tales,E,71.0,1,1,2000,6.0,Crash Bandicoot,0,1,Launch,5.42
Call of Duty: World at War,PS3,2008,Shooter,Activision,2.73,1.83,0.0,0.83,5.39,85.0,45.0,7.6,409.0,Treyarch,M,76.0,1,1,2006,7.0,Call of Duty,0,2,Launch,5.390000000000001
Uncharted 4: A Thief's End,PS4,2016,Shooter,Sony Computer Entertainment,1.85,2.5,0.19,0.85,5.38,93.0,113.0,7.9,7064.0,Naughty Dog,T,79.0,1,1,2013,8.0,Uncharted,0,3,Growth,5.39
Dr. Mario,GB,1989,Puzzle,Nintendo,2.18,0.96,2.0,0.2,5.34,,,,,Unknown,Unknown,,0,0,1989,4.0,Dr. Mario,0,0,Launch,5.340000000000001
Final Fantasy XIII,PS3,2009,Role-Playing,Square Enix,1.74,1.21,1.87,0.51,5.33,83.0,83.0,7.3,2483.0,Square Enix,T,73.0,1,1,2006,7.0,Final Fantasy XIII,0,3,Growth,5.33
Pokemon Pinball,GB,1999,Misc,Nintendo,3.02,1.12,1.01,0.16,5.31,,,,,Unknown,Unknown,,0,0,1989,4.0,Pokemon Pinball,0,10,Late,5.3100000000000005
Final Fantasy IX,PS,2000,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,94.0,22.0,8.9,779.0,SquareSoft,T,89.0,1,1,1994,5.0,Final Fantasy,1,6,Mature,5.31
Assassin's Creed III,X360,2012,Action,Ubisoft,3.13,1.69,0.03,0.44,5.29,84.0,61.0,6.7,1196.0,Ubisoft,M,67.0,1,1,2005,7.0,Assassin's Creed,1,7,Mature,5.290000000000001
Final Fantasy X-2,PS2,2003,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,85.0,45.0,6.6,400.0,SquareSoft,T,66.0,1,1,2000,6.0,Final Fantasy X-2,1,3,Growth,5.279999999999999
Donkey Kong 64,N64,1999,Platform,Nintendo,3.33,0.79,1.09,0.06,5.27,,,,,Unknown,Unknown,,0,0,1996,5.0,Donkey Kong,0,3,Growth,5.27
Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,3.22,1.55,0.01,0.48,5.27,81.0,53.0,5.4,898.0,Sledgehammer Games,M,54.0,1,1,2013,8.0,Call of Duty,0,1,Launch,5.26
Minecraft,PS3,2014,Misc,Sony Computer Entertainment,2.03,2.37,0.0,0.87,5.26,,,,,Unknown,Unknown,,0,0,2006,7.0,Minecraft,0,8,Mature,5.2700000000000005
Assassin's Creed II,X360,2009,Action,Ubisoft,3.11,1.55,0.08,0.51,5.26,90.0,82.0,8.8,1305.0,Ubisoft Montreal,M,88.0,1,1,2005,7.0,Assassin's Creed,1,4,Growth,5.25
Tomb Raider II,PS,1997,Action,Eidos Interactive,2.3,2.46,0.2,0.28,5.24,85.0,13.0,,,Core Design Ltd.,T,,1,0,1994,5.0,Tomb Raider,1,3,Growth,5.24
Tomodachi Life,3DS,2013,Simulation,Nintendo,0.97,2.11,1.9,0.24,5.23,,,,,Unknown,Unknown,,0,0,2011,8.0,Tomodachi Life,0,2,Launch,5.220000000000001
New Super Mario Bros. U,WiiU,2012,Platform,Nintendo,2.3,1.34,1.27,0.32,5.22,84.0,70.0,8.1,733.0,Nintendo,E,81.0,1,1,2012,8.0,New Super Mario Bros. U,0,0,Launch,5.23
Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,89.0,63.0,8.8,245.0,Level 5,T,88.0,1,1,2000,6.0,Dragon Quest,0,4,Growth,5.21
Super Mario Bros. 3,GBA,2003,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,,,,,Unknown,Unknown,,0,0,2001,6.0,Super Mario Bros.,1,2,Launch,5.21
Professor Layton and the Curious Village,DS,2007,Puzzle,Nintendo,1.21,2.43,1.03,0.52,5.19,85.0,72.0,8.6,147.0,Level 5,E,86.0,1,1,2004,0.0,Professor Layton and the Curious Village,0,3,Growth,5.1899999999999995
Super Mario Land 3: Wario Land,GB,1994,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19,,,,,Unknown,Unknown,,0,0,1989,4.0,Super Mario Land,0,5,Growth,5.19
FIFA Soccer 13,X360,2012,Action,Electronic Arts,1.09,3.47,0.03,0.57,5.16,90.0,48.0,6.1,403.0,Electronic Arts,E,61.0,1,1,2005,7.0,FIFA Soccer,0,7,Mature,5.160000000000001
Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,,,,,Unknown,Unknown,,0,0,1990,4.0,Donkey Kong Country,0,5,Growth,5.15
Diablo III,PC,2012,Role-Playing,Activision,2.44,2.16,0.0,0.54,5.14,88.0,86.0,4.0,9629.0,Blizzard Entertainment,M,40.0,1,1,1981,0.0,Diablo,1,31,Late,5.14
Medal of Honor: Rising Sun,PS2,2003,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,68.0,30.0,7.6,100.0,EA LA,T,76.0,1,1,2000,6.0,Medal of Honor,0,3,Growth,5.14
Kirby's Dream Land,GB,1992,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,,,,,Unknown,Unknown,,0,0,1989,4.0,Kirby's Dream Land,0,3,Growth,5.13
Microsoft Flight Simulator,PC,1996,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,,,,,Unknown,Unknown,,0,0,1981,0.0,Microsoft Flight Simulator,0,15,Late,5.11
Guitar Hero II,PS2,2006,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12,92.0,69.0,8.5,112.0,Harmonix Music Systems,T,85.0,1,1,2000,6.0,Guitar Hero,1,6,Mature,5.12
Fable III,X360,2010,Role-Playing,Microsoft Game Studios,3.59,1.08,0.05,0.38,5.1,80.0,88.0,6.5,604.0,Lionhead Studios,M,65.0,1,1,2005,7.0,Fable,1,5,Growth,5.1
Mario & Sonic at the Olympic Games,DS,2008,Sports,Sega,1.63,2.45,0.44,0.57,5.09,,,,,Unknown,Unknown,,0,0,2004,0.0,Mario & Sonic at the Olympic Games,0,4,Growth,5.090000000000001
Resident Evil 5,PS3,2009,Action,Capcom,1.96,1.41,1.08,0.64,5.09,84.0,76.0,7.5,667.0,Capcom,M,75.0,1,1,2006,7.0,Resident Evil,1,3,Growth,5.09
The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,1.85,1.8,0.95,0.48,5.08,90.0,57.0,8.0,416.0,Nintendo,E,80.0,1,1,2004,0.0,The Legend of Zelda,0,3,Growth,5.08
Super Mario Bros.,GB,1999,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,,,,,Unknown,Unknown,,0,0,1989,4.0,Super Mario Bros.,0,10,Late,5.07
FIFA Soccer 11,PS3,2010,Sports,Electronic Arts,0.61,3.28,0.06,1.12,5.07,89.0,51.0,8.0,233.0,EA Sports,E,80.0,1,1,2006,7.0,FIFA Soccer,0,4,Growth,5.07
Resident Evil,PS,1996,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,91.0,8.0,9.0,266.0,Capcom,M,90.0,1,1,1994,5.0,Resident Evil,0,2,Launch,5.050000000000001
Grand Theft Auto: Vice City Stories,PSP,2006,Action,Take-Two Interactive,1.7,1.99,0.16,1.18,5.03,86.0,50.0,8.0,150.0,Rockstar Leeds,M,80.0,1,1,2004,7.0,Grand Theft Auto,0,2,Launch,5.03
Tony Hawk's Pro Skater,PS,1999,Sports,Activision,3.42,1.38,0.02,0.2,5.02,92.0,18.0,9.2,69.0,Neversoft Entertainment,T,92.0,1,1,1994,5.0,Tony Hawk's Pro Skater,0,5,Growth,5.02
Warzone 2100,PS,1999,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,,,,,Unknown,Unknown,,0,0,1994,5.0,Warzone,0,5,Growth,5.01
Spyro the Dragon,PS,1998,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,,,,,Unknown,Unknown,,0,0,1994,5.0,Spyro the Dragon,0,4,Growth,5.0
Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48,4.98,82.0,24.0,8.2,46.0,"Neversoft Entertainment, BudCat",T,82.0,1,1,2000,6.0,Guitar Hero,0,7,Mature,4.99
Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3.05,1.17,0.29,0.46,4.98,68.0,34.0,7.1,47.0,Nintendo,T,71.0,1,1,2006,7.0,Link's Crossbow Training,0,1,Launch,4.97
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007,Role-Playing,Nintendo,1.83,1.19,1.54,0.37,4.93,,,,,Unknown,Unknown,,0,0,2004,0.0,Pokemon Mystery Dungeon,0,3,Growth,4.930000000000001
Fallout 3,X360,2008,Role-Playing,Bethesda Softworks,3.4,0.99,0.09,0.45,4.93,93.0,84.0,8.5,1655.0,Bethesda Game Studios,M,85.0,1,1,2005,7.0,Fallout,1,3,Growth,4.93
Uncharted: Drake's Fortune,PS3,2007,Action,Sony Computer Entertainment,2.31,1.72,0.12,0.77,4.92,88.0,66.0,8.1,2306.0,"Naughty Dog, SCE/WWS",T,81.0,1,1,2006,7.0,Uncharted,0,1,Launch,4.92
Madden NFL 06,PS2,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,88.0,29.0,8.0,121.0,EA Sports,E,80.0,1,1,2000,6.0,Madden NFL,0,5,Growth,4.91
Diddy Kong Racing,N64,1997,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,,,,,Unknown,Unknown,,0,0,1996,5.0,Diddy Kong Racing,0,1,Launch,4.89
Monster Hunter Freedom 3,PSP,2010,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87,,,,,Unknown,Unknown,,0,0,2004,7.0,Monster Hunter Freedom,1,6,Mature,4.87
Super Smash Bros. for Wii U and 3DS,WiiU,2014,Fighting,Nintendo,2.6,1.08,0.81,0.38,4.87,,,,,Unknown,Unknown,,0,0,2012,8.0,Super Smash Bros. for Wii U and 3DS,0,2,Launch,4.87
Dr. Mario,NES,1990,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,,,,,Unknown,Unknown,,0,0,1983,3.0,Dr. Mario,0,7,Mature,4.84
StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,2.57,1.68,0.0,0.58,4.84,93.0,82.0,8.2,3052.0,Blizzard Entertainment,T,82.0,1,1,1981,0.0,StarCraft,0,29,Late,4.83
Assassin's Creed,PS3,2007,Adventure,Ubisoft,1.91,2.0,0.09,0.82,4.82,81.0,40.0,7.3,769.0,Ubisoft Montreal,M,73.0,1,1,2006,7.0,Assassin's Creed,0,1,Launch,4.82
God of War III,PS3,2010,Action,Sony Computer Entertainment,2.74,1.33,0.12,0.61,4.8,92.0,101.0,8.7,2633.0,SCE Santa Monica,M,87.0,1,1,2006,7.0,God of War,1,4,Growth,4.800000000000001
Crash Team Racing,PS,1999,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,88.0,20.0,9.0,233.0,Naughty Dog,E,90.0,1,1,1994,5.0,Crash Team Racing,0,5,Growth,4.79
LEGO Star Wars: The Complete Saga,DS,2007,Action,LucasArts,2.83,1.48,0.0,0.45,4.76,80.0,9.0,5.4,46.0,TT Fusion,E,54.0,1,1,2004,0.0,LEGO Star Wars,0,3,Growth,4.760000000000001
Driver 2,PS,2000,Action,Atari,2.36,2.1,0.02,0.25,4.73,62.0,14.0,7.7,92.0,Reflections Interactive,T,77.0,1,1,1994,5.0,Driver,1,6,Mature,4.7299999999999995
Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.27,0.04,0.42,4.73,94.0,87.0,8.7,1472.0,Rocksteady Studios,T,87.0,1,1,2005,7.0,Batman,0,6,Mature,4.72
The Last of Us,PS4,2014,Action,Sony Computer Entertainment,1.88,2.0,0.07,0.77,4.71,,,,,Unknown,Unknown,,0,0,2013,8.0,The Last of Us,0,1,Launch,4.72
The Simpsons: Hit & Run,PS2,2003,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,,,,,Unknown,Unknown,,0,0,2000,6.0,The Simpsons,0,3,Growth,4.71
Tony Hawk's Pro Skater 2,PS,2000,Sports,Activision,3.05,1.41,0.02,0.2,4.68,98.0,19.0,7.7,299.0,Neversoft Entertainment,T,77.0,1,1,1994,5.0,Tony Hawk's Pro Skater,1,6,Mature,4.68
The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,82.0,32.0,8.2,78.0,Stormfront Studios,T,82.0,1,1,2000,6.0,The Lord of the Rings,0,2,Launch,4.67
Tomb Raider,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,91.0,13.0,8.6,147.0,Core Design Ltd.,T,86.0,1,1,1994,5.0,Tomb Raider,0,2,Launch,4.63
Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.82,1.12,1.32,0.36,4.62,73.0,50.0,7.6,119.0,Nintendo,E,76.0,1,1,2006,7.0,Animal Crossing,0,2,Launch,4.620000000000001
Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,2.07,1.71,0.08,0.76,4.62,86.0,78.0,8.1,1264.0,Bluepoint Games,T,81.0,1,1,2013,8.0,Uncharted,0,2,Launch,4.62
The Legend of Zelda: A Link to the Past,SNES,1991,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,,,,,Unknown,Unknown,,0,0,1990,4.0,The Legend of Zelda,0,1,Launch,4.61
The Legend of Zelda: The Wind Waker,GC,2002,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,96.0,80.0,8.9,968.0,Nintendo,E,89.0,1,1,2001,6.0,The Legend of Zelda,0,1,Launch,4.609999999999999
Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.04,1.11,0.0,0.43,4.6,86.0,36.0,8.4,87.0,Vicarious Visions,T,84.0,1,1,2006,7.0,Guitar Hero,0,1,Launch,4.58
Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,1.8,1.39,1.11,0.29,4.59,86.0,74.0,8.4,458.0,Next Level Games,E,84.0,1,1,2011,8.0,Luigi's Mansion,0,2,Launch,4.59
Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,91.0,83.0,8.2,617.0,Turn 10,E,82.0,1,1,2005,7.0,Forza Motorsport,1,6,Mature,4.569999999999999
Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega,1.87,1.96,0.22,0.48,4.53,,,,,Unknown,Unknown,,0,0,2006,7.0,Mario & Sonic at the Olympic Winter Games,0,3,Growth,4.529999999999999
Madden NFL 2005,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91.0,30.0,7.9,78.0,EA Tiburon,E,79.0,1,1,2000,6.0,Madden NFL,0,4,Growth,4.529999999999999
Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.91,0.01,0.42,4.53,85.0,69.0,7.9,165.0,Neversoft Entertainment,T,79.0,1,1,2005,7.0,Guitar Hero,0,2,Launch,4.529999999999999
Pitfall!,2600,1981,Platform,Activision,4.21,0.24,0.0,0.05,4.5,,,,,Unknown,Unknown,,0,0,1977,2.0,Pitfall!,0,4,Growth,4.5
Madden NFL 07,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,84.0,29.0,8.2,39.0,EA Sports,E,82.0,1,1,2000,6.0,Madden NFL,0,6,Mature,4.49
Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,2.78,1.27,0.03,0.41,4.48,84.0,101.0,6.4,2438.0,343 Industries,T,64.0,1,1,2013,8.0,Halo,0,2,Launch,4.49
Spider-Man: The Movie,PS2,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48,76.0,25.0,7.9,41.0,Treyarch,E,79.0,1,1,2000,6.0,Spider-Man,0,2,Launch,4.48
Dragon Quest VII: Warriors of Eden,PS,2000,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,,,,,Unknown,Unknown,,0,0,1994,5.0,Dragon Quest,0,6,Mature,4.459999999999999
Call of Duty: Infinite Warfare,PS4,2016,Shooter,Activision,1.61,2.0,0.15,0.71,4.46,77.0,82.0,3.4,1129.0,Infinity Ward,M,34.0,1,1,2013,8.0,Call of Duty,0,3,Growth,4.470000000000001
God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,94.0,75.0,8.9,997.0,SCE Santa Monica,M,89.0,1,1,2000,6.0,God of War,0,5,Growth,4.449999999999999
Splatoon,WiiU,2015,Shooter,Nintendo,1.54,1.18,1.46,0.26,4.43,81.0,88.0,8.5,1184.0,Nintendo,E10+,85.0,1,1,2012,8.0,Splatoon,0,3,Growth,4.4399999999999995
Nintendo Land,WiiU,2012,Misc,Nintendo,2.52,1.11,0.46,0.33,4.42,77.0,61.0,7.9,471.0,Nintendo,E10+,79.0,1,1,2012,8.0,Nintendo Land,0,0,Launch,4.42
Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,97.0,34.0,7.5,298.0,Neversoft Entertainment,T,75.0,1,1,2000,6.0,Tony Hawk's Pro Skater,1,1,Launch,4.42
Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,86.0,19.0,8.9,33.0,Konami,E,89.0,1,1,2000,6.0,Winning Eleven,0,6,Mature,4.4
